"494.7193";": ";"01";" ";" ";" DL:  8    67 d8 4e 20 "
"494.7196";": ";"02";" ";" ";" DL:  8    66 f8 07 d0 "
"494.7391";": ";"01";" ";" ";" DL:  8    2a f8 08 0f "
"494.7394";": ";"01";" ";" ";" DL:  8    3a d9 4e 20 "
"494.7396";": ";"02";" ";" ";" DL:  8    20 f9 07 d0 "
"494.7590";": ";"01";" ";" ";" DL:  8    77 f9 08 0f "
"494.7593";": ";"01";" ";" ";" DL:  8    dd da 4e 20 "
"494.7595";": ";"02";" ";" ";" DL:  8    a9 fd ca 00 "
"494.7597";": ";"02";" ";" ";" DL:  8    ea fa 07 d0 "
"494.7600";": ";"03";" ";" ";" DL:  8    9e fd 0a 61 "
"494.7602";": ";"04";" ";" ";" DL:  8    57 fe 02 24 "
"494.7604";": ";"04";" ";" ";" DL:  8    25 fe 20 10 "
"494.7790";": ";"01";" ";" ";" DL:  8    90 fa 08 0f "
"494.7793";": ";"01";" ";" ";" DL:  8    80 db 4e 20 "
"494.7795";": ";"02";" ";" ";" DL:  8    ac fb 07 d0 "
"494.7990";": ";"01";" ";" ";" DL:  8    cd fb 08 0f "
"494.7993";": ";"01";" ";" ";" DL:  8    0e dc 4e 20 "
"494.7995";": ";"02";" ";" ";" DL:  8    63 fc 07 d0 "
"494.8090";": ";"03";" ";" ";" DL:  8    be fe 0a 19 "
"494.8093";": ";"02";" ";" ";" DL:  8    4e fe ca 00 "
"494.8191";": ";"01";" ";" ";" DL:  8    43 fc 08 0f "
"494.8193";": ";"01";" ";" ";" DL:  8    53 dd 4e 20 "
"494.8196";": ";"02";" ";" ";" DL:  8    25 fd 07 d0 "
"494.8391";": ";"01";" ";" ";" DL:  8    1e fd 08 0f "
"494.8393";": ";"01";" ";" ";" DL:  8    b4 de 4e 20 "
"494.8396";": ";"02";" ";" ";" DL:  8    ef fe 07 d0 "
"494.8590";": ";"01";" ";" ";" DL:  8    f9 fe 08 0f "
"494.8593";": ";"01";" ";" ";" DL:  8    a2 d0 4e 20 "
"494.8595";": ";"02";" ";" ";" DL:  8    4f f0 ca 00 "
"494.8597";": ";"02";" ";" ";" DL:  8    6c f0 07 d0 "
"494.8600";": ";"03";" ";" ";" DL:  8    e1 f0 0a 79 "
"494.8602";": ";"04";" ";" ";" DL:  8    56 f0 02 24 "
"494.8604";": ";"04";" ";" ";" DL:  8    24 f0 20 10 "
"494.8607";": ";"04";" ";" ";" DL:  8    0a 00 00 00 "
"494.8790";": ";"01";" ";" ";" DL:  8    a5 f1 08 0f "
"494.8792";": ";"01";" ";" ";" DL:  8    e8 d1 4e 20 "
"494.8795";": ";"02";" ";" ";" DL:  8    2a f1 07 d0 "
"494.8991";": ";"01";" ";" ";" DL:  8    42 f2 08 0f "
"494.8993";": ";"01";" ";" ";" DL:  8    0f d2 4e 20 "
"494.8996";": ";"02";" ";" ";" DL:  8    e0 f2 07 d0 "
"494.9091";": ";"03";" ";" ";" DL:  8    0f f1 0a 25 "
"494.9093";": ";"02";" ";" ";" DL:  8    12 f1 ca 00 "
"494.9191";": ";"01";" ";" ";" DL:  8    1f f3 08 0f "
"494.9193";": ";"01";" ";" ";" DL:  8    52 d3 4e 20 "
"494.9196";": ";"02";" ";" ";" DL:  8    a6 f3 07 d0 "
"494.9390";": ";"01";" ";" ";" DL:  8    91 f4 08 0f "
"494.9393";": ";"01";" ";" ";" DL:  8    dc d4 4e 20 "
"494.9395";": ";"02";" ";" ";" DL:  8    69 f4 07 d0 "
"494.9591";": ";"01";" ";" ";" DL:  8    cc f5 08 0f "
"494.9593";": ";"01";" ";" ";" DL:  8    81 d5 4e 20 "
"494.9596";": ";"02";" ";" ";" DL:  8    f5 f2 ca 00 "
"494.9598";": ";"02";" ";" ";" DL:  8    2f f5 07 d0 "
"494.9601";": ";"03";" ";" ";" DL:  8    2a f2 0a 29 "
"494.9603";": ";"04";" ";" ";" DL:  8    0b f1 02 24 "
"494.9605";": ";"04";" ";" ";" DL:  8    79 f1 20 10 "
"494.9790";": ";"01";" ";" ";" DL:  8    2b f6 08 0f "
"494.9793";": ";"01";" ";" ";" DL:  8    66 d6 4e 20 "
"494.9795";": ";"02";" ";" ";" DL:  8    e5 f6 07 d0 "
"494.9991";": ";"01";" ";" ";" DL:  8    76 f7 08 0f "
"494.9993";": ";"01";" ";" ";" DL:  8    3b d7 4e 20 "
"494.9996";": ";"02";" ";" ";" DL:  8    a3 f7 07 d0 "
"495.0090";": ";"03";" ";" ";" DL:  8    06 f3 0a 79 "
"495.0092";": ";"02";" ";" ";" DL:  8    a8 f3 ca 00 "
"495.0191";": ";"01";" ";" ";" DL:  8    2a f8 08 0f "
"495.0193";": ";"01";" ";" ";" DL:  8    70 d8 4e 20 "
"495.0196";": ";"02";" ";" ";" DL:  8    66 f8 07 d0 "
"495.0391";": ";"01";" ";" ";" DL:  8    77 f9 08 0f "
"495.0393";": ";"01";" ";" ";" DL:  8    2d d9 4e 20 "
"495.0396";": ";"02";" ";" ";" DL:  8    20 f9 07 d0 "
"495.0590";": ";"01";" ";" ";" DL:  8    90 fa 08 0f "
"495.0592";": ";"01";" ";" ";" DL:  8    ca da 4e 20 "
"495.0595";": ";"02";" ";" ";" DL:  8    26 f4 ca 00 "
"495.0597";": ";"02";" ";" ";" DL:  8    ea fa 07 d0 "
"495.0600";": ";"03";" ";" ";" DL:  8    a7 f4 0a 49 "
"495.0602";": ";"04";" ";" ";" DL:  8    ec f2 02 24 "
"495.0604";": ";"04";" ";" ";" DL:  8    9e f2 20 10 "
"495.0688";": ";"05";" ";" ";" DL:  8    1b 10 ff ff "
"495.0790";": ";"01";" ";" ";" DL:  8    cd fb 08 0f "
"495.0792";": ";"01";" ";" ";" DL:  8    97 db 4e 20 "
"495.0795";": ";"02";" ";" ";" DL:  8    ac fb 07 d0 "
"495.0991";": ";"01";" ";" ";" DL:  8    43 fc 08 0f "
"495.0993";": ";"01";" ";" ";" DL:  8    0e dc 4e 20 "
"495.0996";": ";"02";" ";" ";" DL:  8    63 fc 07 d0 "
"495.1090";": ";"03";" ";" ";" DL:  8    d3 f5 0a 21 "
"495.1092";": ";"02";" ";" ";" DL:  8    7b f5 ca 00 "
"495.1191";": ";"01";" ";" ";" DL:  8    1e fd 08 0f "
"495.1193";": ";"01";" ";" ";" DL:  8    53 dd 4e 20 "
"495.1196";": ";"02";" ";" ";" DL:  8    25 fd 07 d0 "
"495.1390";": ";"01";" ";" ";" DL:  8    f9 fe 08 0f "
"495.1393";": ";"01";" ";" ";" DL:  8    a3 de 4e 20 "
"495.1395";": ";"02";" ";" ";" DL:  8    ef fe 07 d0 "
"495.1590";": ";"01";" ";" ";" DL:  8    f8 f0 08 0f "
"495.1593";": ";"01";" ";" ";" DL:  8    a2 d0 4e 20 "
"495.1595";": ";"02";" ";" ";" DL:  8    9c f6 ca 00 "
"495.1597";": ";"02";" ";" ";" DL:  8    6c f0 07 d0 "
"495.1600";": ";"03";" ";" ";" DL:  8    1e f6 0a 65 "
"495.1602";": ";"04";" ";" ";" DL:  8    b1 f3 02 24 "
"495.1604";": ";"04";" ";" ";" DL:  8    c3 f3 20 10 "
"495.1790";": ";"01";" ";" ";" DL:  8    a5 f1 08 0f "
"495.1792";": ";"01";" ";" ";" DL:  8    ff d1 4e 20 "
"495.1795";": ";"02";" ";" ";" DL:  8    2a f1 07 d0 "
"495.1990";": ";"01";" ";" ";" DL:  8    42 f2 08 0f "
"495.1993";": ";"01";" ";" ";" DL:  8    18 d2 4e 20 "
"495.1995";": ";"02";" ";" ";" DL:  8    e0 f2 07 d0 "
"495.2090";": ";"03";" ";" ";" DL:  8    1e f7 0a 29 "
"495.2092";": ";"02";" ";" ";" DL:  8    c1 f7 ca 00 "
"495.2191";": ";"01";" ";" ";" DL:  8    1f f3 08 0f "
"495.2193";": ";"01";" ";" ";" DL:  8    52 d3 4e 20 "
"495.2196";": ";"02";" ";" ";" DL:  8    a6 f3 07 d0 "
"495.2390";": ";"01";" ";" ";" DL:  8    91 f4 08 0f "
"495.2393";": ";"01";" ";" ";" DL:  8    cb d4 4e 20 "
"495.2395";": ";"02";" ";" ";" DL:  8    69 f4 07 d0 "
"495.2590";": ";"01";" ";" ";" DL:  8    cc f5 08 0f "
"495.2592";": ";"01";" ";" ";" DL:  8    81 d5 4e 20 "
"495.2595";": ";"02";" ";" ";" DL:  8    9d f8 ca 00 "
"495.2597";": ";"02";" ";" ";" DL:  8    2f f5 07 d0 "
"495.2600";": ";"03";" ";" ";" DL:  8    ac f8 0a 39 "
"495.2602";": ";"04";" ";" ";" DL:  8    3f f4 02 24 "
"495.2604";": ";"04";" ";" ";" DL:  8    4d f4 20 10 "
"495.2791";": ";"01";" ";" ";" DL:  8    2b f6 08 0f "
"495.2793";": ";"01";" ";" ";" DL:  8    71 d6 4e 20 "
"495.2796";": ";"02";" ";" ";" DL:  8    e5 f6 07 d0 "
"495.2990";": ";"01";" ";" ";" DL:  8    76 f7 08 0f "
"495.2993";": ";"01";" ";" ";" DL:  8    3b d7 4e 20 "
"495.2995";": ";"02";" ";" ";" DL:  8    a3 f7 07 d0 "
"495.3091";": ";"03";" ";" ";" DL:  8    1a f9 0a 5d "
"495.3093";": ";"02";" ";" ";" DL:  8    c0 f9 ca 00 "
"495.3191";": ";"01";" ";" ";" DL:  8    2a f8 08 0f "
"495.3193";": ";"01";" ";" ";" DL:  8    67 d8 4e 20 "
"495.3196";": ";"02";" ";" ";" DL:  8    66 f8 07 d0 "
"495.3391";": ";"01";" ";" ";" DL:  8    77 f9 08 0f "
"495.3393";": ";"01";" ";" ";" DL:  8    2d d9 4e 20 "
"495.3396";": ";"02";" ";" ";" DL:  8    20 f9 07 d0 "
"495.3590";": ";"01";" ";" ";" DL:  8    90 fa 08 0f "
"495.3593";": ";"01";" ";" ";" DL:  8    dd da 4e 20 "
"495.3595";": ";"02";" ";" ";" DL:  8    27 fa ca 00 "
"495.3597";": ";"02";" ";" ";" DL:  8    ea fa 07 d0 "
"495.3600";": ";"03";" ";" ";" DL:  8    fd fa 0a 5d "
"495.3602";": ";"04";" ";" ";" DL:  8    62 f5 02 24 "
"495.3604";": ";"04";" ";" ";" DL:  8    10 f5 20 10 "
"495.3791";": ";"01";" ";" ";" DL:  8    cd fb 08 0f "
"495.3793";": ";"01";" ";" ";" DL:  8    97 db 4e 20 "
"495.3796";": ";"02";" ";" ";" DL:  8    ac fb 07 d0 "
"495.3990";": ";"01";" ";" ";" DL:  8    43 fc 08 0f "
"495.3992";": ";"01";" ";" ";" DL:  8    19 dc 4e 20 "
"495.3995";": ";"02";" ";" ";" DL:  8    63 fc 07 d0 "
"495.4090";": ";"03";" ";" ";" DL:  8    89 fb 0a 35 "
"495.4092";": ";"02";" ";" ";" DL:  8    7a fb ca 00 "
"495.4191";": ";"01";" ";" ";" DL:  8    1e fd 08 0f "
"495.4193";": ";"01";" ";" ";" DL:  8    53 dd 4e 20 "
"495.4196";": ";"02";" ";" ";" DL:  8    25 fd 07 d0 "
"495.4390";": ";"01";" ";" ";" DL:  8    f9 fe 08 0f "
"495.4392";": ";"01";" ";" ";" DL:  8    b4 de 4e 20 "
"495.4395";": ";"02";" ";" ";" DL:  8    ef fe 07 d0 "
"495.4590";": ";"01";" ";" ";" DL:  8    f8 f0 08 0f "
"495.4592";": ";"01";" ";" ";" DL:  8    b5 d0 4e 20 "
"495.4595";": ";"02";" ";" ";" DL:  8    f4 fc ca 00 "
"495.4597";": ";"02";" ";" ";" DL:  8    6c f0 07 d0 "
"495.4600";": ";"03";" ";" ";" DL:  8    ef fc 0a 7d "
"495.4602";": ";"04";" ";" ";" DL:  8    85 f6 02 24 "
"495.4604";": ";"04";" ";" ";" DL:  8    f7 f6 20 10 "
"495.4791";": ";"01";" ";" ";" DL:  8    a5 f1 08 0f "
"495.4793";": ";"01";" ";" ";" DL:  8    ff d1 4e 20 "
"495.4796";": ";"02";" ";" ";" DL:  8    2a f1 07 d0 "
"495.4991";": ";"01";" ";" ";" DL:  8    42 f2 08 0f "
"495.4993";": ";"01";" ";" ";" DL:  8    0f d2 4e 20 "
"495.4996";": ";"02";" ";" ";" DL:  8    e0 f2 07 d0 "
"495.5091";": ";"03";" ";" ";" DL:  8    70 fd 0a 71 "
"495.5093";": ";"02";" ";" ";" DL:  8    a9 fd ca 00 "
"495.5191";": ";"01";" ";" ";" DL:  8    1f f3 08 0f "
"495.5193";": ";"01";" ";" ";" DL:  8    52 d3 4e 20 "
"495.5196";": ";"02";" ";" ";" DL:  8    a6 f3 07 d0 "
"495.5391";": ";"01";" ";" ";" DL:  8    91 f4 08 0f "
"495.5393";": ";"01";" ";" ";" DL:  8    dc d4 4e 20 "
"495.5396";": ";"02";" ";" ";" DL:  8    69 f4 07 d0 "
"495.5590";": ";"01";" ";" ";" DL:  8    cc f5 08 0f "
"495.5592";": ";"01";" ";" ";" DL:  8    96 d5 4e 20 "
"495.5595";": ";"02";" ";" ";" DL:  8    4e fe ca 00 "
"495.5597";": ";"02";" ";" ";" DL:  8    2f f5 07 d0 "
"495.5600";": ";"03";" ";" ";" DL:  8    b8 fe 0a 41 "
"495.5602";": ";"04";" ";" ";" DL:  8    d8 f7 02 24 "
"495.5604";": ";"04";" ";" ";" DL:  8    aa f7 20 10 "
"495.5791";": ";"01";" ";" ";" DL:  8    2b f6 08 0f "
"495.5793";": ";"01";" ";" ";" DL:  8    71 d6 4e 20 "
"495.5796";": ";"02";" ";" ";" DL:  8    e5 f6 07 d0 "
"495.5991";": ";"01";" ";" ";" DL:  8    76 f7 08 0f "
"495.5993";": ";"01";" ";" ";" DL:  8    3b d7 4e 20 "
"495.5996";": ";"02";" ";" ";" DL:  8    a3 f7 07 d0 "
"495.6090";": ";"03";" ";" ";" DL:  8    23 f0 0a 75 "
"495.6092";": ";"02";" ";" ";" DL:  8    4f f0 ca 00 "
"495.6190";": ";"01";" ";" ";" DL:  8    2a f8 08 0f "
"495.6193";": ";"01";" ";" ";" DL:  8    70 d8 4e 20 "
"495.6195";": ";"02";" ";" ";" DL:  8    66 f8 07 d0 "
"495.6390";": ";"01";" ";" ";" DL:  8    77 f9 08 0f "
"495.6392";": ";"01";" ";" ";" DL:  8    3a d9 4e 20 "
"495.6395";": ";"02";" ";" ";" DL:  8    20 f9 07 d0 "
"495.6590";": ";"01";" ";" ";" DL:  8    90 fa 08 0f "
"495.6592";": ";"01";" ";" ";" DL:  8    ca da 4e 20 "
"495.6595";": ";"02";" ";" ";" DL:  8    12 f1 ca 00 "
"495.6597";": ";"02";" ";" ";" DL:  8    ea fa 07 d0 "
"495.6599";": ";"03";" ";" ";" DL:  8    25 f1 0a 61 "
"495.6602";": ";"04";" ";" ";" DL:  8    84 f8 02 24 "
"495.6604";": ";"04";" ";" ";" DL:  8    f6 f8 20 10 "
"495.6791";": ";"01";" ";" ";" DL:  8    cd fb 08 0f "
"495.6793";": ";"01";" ";" ";" DL:  8    80 db 4e 20 "
"495.6796";": ";"02";" ";" ";" DL:  8    ac fb 07 d0 "
"495.6991";": ";"01";" ";" ";" DL:  8    43 fc 08 0f "
"495.6993";": ";"01";" ";" ";" DL:  8    19 dc 4e 20 "
"495.6996";": ";"02";" ";" ";" DL:  8    63 fc 07 d0 "
"495.7087";": ";"05";" ";" ";" DL:  8    1b 10 ff ff "
"495.7091";": ";"03";" ";" ";" DL:  8    5d f2 0a 21 "
"495.7093";": ";"02";" ";" ";" DL:  8    f5 f2 ca 00 "
"495.7191";": ";"01";" ";" ";" DL:  8    1e fd 08 0f "
"495.7193";": ";"01";" ";" ";" DL:  8    53 dd 4e 20 "
"495.7196";": ";"02";" ";" ";" DL:  8    25 fd 07 d0 "
"495.7390";": ";"01";" ";" ";" DL:  8    f9 fe 08 0f "
"495.7393";": ";"01";" ";" ";" DL:  8    a3 de 4e 20 "
"495.7395";": ";"02";" ";" ";" DL:  8    ef fe 07 d0 "
"495.7591";": ";"01";" ";" ";" DL:  8    f8 f0 08 0f "
"495.7593";": ";"01";" ";" ";" DL:  8    b5 d0 4e 20 "
"495.7596";": ";"02";" ";" ";" DL:  8    a8 f3 ca 00 "
"495.7598";": ";"02";" ";" ";" DL:  8    6c f0 07 d0 "
"495.7600";": ";"03";" ";" ";" DL:  8    95 f3 0a 89 "
"495.7603";": ";"04";" ";" ";" DL:  8    d9 f9 02 24 "
"495.7605";": ";"04";" ";" ";" DL:  8    ab f9 20 10 "
"495.7790";": ";"01";" ";" ";" DL:  8    a5 f1 08 0f "
"495.7792";": ";"01";" ";" ";" DL:  8    e8 d1 4e 20 "
"495.7795";": ";"02";" ";" ";" DL:  8    2a f1 07 d0 "
"495.7991";": ";"01";" ";" ";" DL:  8    42 f2 08 0f "
"495.7993";": ";"01";" ";" ";" DL:  8    0f d2 4e 20 "
"495.7996";": ";"02";" ";" ";" DL:  8    e0 f2 07 d0 "
"495.8091";": ";"03";" ";" ";" DL:  8    d5 f4 0a 35 "
"495.8093";": ";"02";" ";" ";" DL:  8    26 f4 ca 00 "
"495.8190";": ";"01";" ";" ";" DL:  8    1f f3 08 0f "
"495.8192";": ";"01";" ";" ";" DL:  8    45 d3 4e 20 "
"495.8195";": ";"02";" ";" ";" DL:  8    a6 f3 07 d0 "
"495.8390";": ";"01";" ";" ";" DL:  8    91 f4 08 0f "
"495.8392";": ";"01";" ";" ";" DL:  8    dc d4 4e 20 "
"495.8395";": ";"02";" ";" ";" DL:  8    69 f4 07 d0 "
"495.8591";": ";"01";" ";" ";" DL:  8    cc f5 08 0f "
"495.8593";": ";"01";" ";" ";" DL:  8    81 d5 4e 20 "
"495.8596";": ";"02";" ";" ";" DL:  8    7b f5 ca 00 "
"495.8598";": ";"02";" ";" ";" DL:  8    2f f5 07 d0 "
"495.8600";": ";"03";" ";" ";" DL:  8    8d f5 0a 41 "
"495.8603";": ";"04";" ";" ";" DL:  8    3e fa 02 24 "
"495.8605";": ";"04";" ";" ";" DL:  8    4c fa 20 10 "
"495.8608";": ";"04";" ";" ";" DL:  8    d9 06 00 00 "
"495.8791";": ";"01";" ";" ";" DL:  8    76 f7 08 0f "
"495.8793";": ";"01";" ";" ";" DL:  8    66 d6 4e 20 "
"495.8796";": ";"02";" ";" ";" DL:  8    e5 f6 07 d0 "
"495.8991";": ";"01";" ";" ";" DL:  8    2a f8 08 0f "
"495.8993";": ";"01";" ";" ";" DL:  8    3b d7 4e 20 "
"495.8996";": ";"02";" ";" ";" DL:  8    a3 f7 07 d0 "
"495.9091";": ";"03";" ";" ";" DL:  8    69 f6 0a 6d "
"495.9093";": ";"02";" ";" ";" DL:  8    9c f6 ca 00 "
"495.9191";": ";"01";" ";" ";" DL:  8    77 f9 08 0f "
"495.9193";": ";"01";" ";" ";" DL:  8    70 d8 4e 20 "
"495.9196";": ";"02";" ";" ";" DL:  8    66 f8 07 d0 "
"495.9390";": ";"01";" ";" ";" DL:  8    90 fa 08 0f "
"495.9392";": ";"01";" ";" ";" DL:  8    3a d9 4e 20 "
"495.9395";": ";"02";" ";" ";" DL:  8    20 f9 07 d0 "
"495.9591";": ";"01";" ";" ";" DL:  8    cd fb 08 0f "
"495.9593";": ";"01";" ";" ";" DL:  8    ca da 4e 20 "
"495.9596";": ";"02";" ";" ";" DL:  8    c1 f7 ca 00 "
"495.9598";": ";"02";" ";" ";" DL:  8    ea fa 07 d0 "
"495.9600";": ";"03";" ";" ";" DL:  8    f5 f7 0a 4d "
"495.9603";": ";"04";" ";" ";" DL:  8    63 fb 02 24 "
"495.9605";": ";"04";" ";" ";" DL:  8    11 fb 20 10 "
"495.9791";": ";"01";" ";" ";" DL:  8    43 fc 08 0f "
"495.9793";": ";"01";" ";" ";" DL:  8    80 db 4e 20 "
"495.9796";": ";"02";" ";" ";" DL:  8    ac fb 07 d0 "
"495.9990";": ";"01";" ";" ";" DL:  8    1e fd 08 0f "
"495.9992";": ";"01";" ";" ";" DL:  8    19 dc 4e 20 "
"495.9995";": ";"02";" ";" ";" DL:  8    63 fc 07 d0 "
"496.0091";": ";"03";" ";" ";" DL:  8    db f8 0a 31 "
"496.0093";": ";"02";" ";" ";" DL:  8    9d f8 ca 00 "
"496.0190";": ";"01";" ";" ";" DL:  8    f9 fe 08 0f "
"496.0192";": ";"01";" ";" ";" DL:  8    53 dd 4e 20 "
"496.0195";": ";"02";" ";" ";" DL:  8    25 fd 07 d0 "
"496.0390";": ";"01";" ";" ";" DL:  8    f8 f0 08 0f "
"496.0392";": ";"01";" ";" ";" DL:  8    a3 de 4e 20 "
"496.0395";": ";"02";" ";" ";" DL:  8    ef fe 07 d0 "
"496.0591";": ";"01";" ";" ";" DL:  8    a5 f1 08 0f "
"496.0593";": ";"01";" ";" ";" DL:  8    a2 d0 4e 20 "
"496.0595";": ";"02";" ";" ";" DL:  8    c0 f9 ca 00 "
"496.0598";": ";"02";" ";" ";" DL:  8    6c f0 07 d0 "
"496.0600";": ";"03";" ";" ";" DL:  8    fe f9 0a a5 "
"496.0603";": ";"04";" ";" ";" DL:  8    ed fc 02 24 "
"496.0605";": ";"04";" ";" ";" DL:  8    9f fc 20 10 "
"496.0791";": ";"01";" ";" ";" DL:  8    42 f2 08 0f "
"496.0793";": ";"01";" ";" ";" DL:  8    e8 d1 4e 20 "
"496.0796";": ";"02";" ";" ";" DL:  8    2a f1 07 d0 "
"496.0990";": ";"01";" ";" ";" DL:  8    1f f3 08 0f "
"496.0992";": ";"01";" ";" ";" DL:  8    0f d2 4e 20 "
"496.0995";": ";"02";" ";" ";" DL:  8    e0 f2 07 d0 "
"496.1091";": ";"03";" ";" ";" DL:  8    d4 fa 0a 35 "
"496.1093";": ";"02";" ";" ";" DL:  8    27 fa ca 00 "
"496.1191";": ";"01";" ";" ";" DL:  8    91 f4 08 0f "
"496.1193";": ";"01";" ";" ";" DL:  8    52 d3 4e 20 "
"496.1196";": ";"02";" ";" ";" DL:  8    a6 f3 07 d0 "
"496.1391";": ";"01";" ";" ";" DL:  8    cc f5 08 0f "
"496.1393";": ";"01";" ";" ";" DL:  8    cb d4 4e 20 "
"496.1396";": ";"02";" ";" ";" DL:  8    69 f4 07 d0 "
"496.1591";": ";"01";" ";" ";" DL:  8    2b f6 08 0f "
"496.1593";": ";"01";" ";" ";" DL:  8    81 d5 4e 20 "
"496.1596";": ";"02";" ";" ";" DL:  8    7a fb ca 00 "
"496.1598";": ";"02";" ";" ";" DL:  8    2f f5 07 d0 "
"496.1600";": ";"03";" ";" ";" DL:  8    a5 fb 0a 29 "
"496.1603";": ";"04";" ";" ";" DL:  8    b0 fd 02 24 "
